iter	RMSE	Tweedie:variance_power=1.3046252177988344
996	3.191101794	8.3951071
997	3.191035943	8.395011607
998	3.190981638	8.394854689
999	3.190909479	8.394747577
1000	3.190874737	8.394710592
1001	3.190783763	8.394521592
1002	3.190681515	8.394352381
1003	3.1906065	8.394228532
1004	3.190487206	8.393919025
1005	3.190356067	8.393725507
1006	3.190264548	8.393558198
1007	3.190231345	8.393500029
1008	3.190211965	8.393416087
1009	3.190181528	8.393336111
1010	3.190073589	8.393116148
1011	3.190026499	8.393060871
1012	3.189969493	8.392967389
1013	3.189851677	8.392727389
1014	3.189768779	8.392563947
1015	3.189724681	8.392503795
1016	3.189605021	8.392320566
1017	3.189496008	8.392097391
1018	3.189407999	8.391924939
1019	3.189334021	8.391826823
1020	3.189196231	8.391531506
1021	3.18912746	8.39139568
1022	3.189061241	8.391312325
1023	3.189038405	8.391289879
1024	3.189013918	8.391226314
1025	3.188943033	8.391123401
1026	3.188825898	8.390834302
1027	3.188731593	8.390664454
1028	3.188628826	8.390460692
1029	3.188583824	8.390386236
1030	3.188529184	8.390274817
1031	3.188479168	8.390180214
1032	3.188461778	8.390170378
1033	3.18842374	8.390080945
1034	3.188297934	8.389824333
1035	3.188183825	8.389627229
1036	3.188117929	8.389515604
1037	3.188001353	8.389287307
1038	3.187905119	8.389094957
1039	3.187749283	8.388773571
1040	3.187715931	8.388709981
1041	3.187604049	8.38848021
1042	3.187525444	8.388328988
1043	3.187492333	8.388277888
1044	3.187379873	8.388001098
1045	3.18730933	8.387900752
1046	3.187284914	8.387890336
1047	3.187170388	8.387665624
1048	3.187022812	8.387404328
1049	3.186923378	8.387164243
1050	3.186809518	8.386822217
1051	3.18677988	8.386751978
1052	3.186745174	8.386671775
1053	3.186679379	8.386551753
1054	3.186625694	8.386433662
1055	3.186500569	8.386179388
1056	3.18638995	8.385983707
1057	3.186309169	8.385782043
1058	3.186247344	8.385675879
1059	3.186188387	8.385572664
1060	3.186114086	8.38539344
1061	3.186071368	8.385314627
1062	3.186056342	8.385298741
1063	3.185978971	8.385022099
1064	3.185946055	8.38496304
1065	3.185903997	8.384904927
1066	3.185853217	8.384808978
1067	3.185800985	8.38471399
1068	3.185728348	8.384581434
1069	3.185670515	8.38447444
1070	3.185572018	8.384279347
1071	3.185480979	8.3841053
1072	3.185384104	8.383898675
1073	3.185293155	8.383660659
1074	3.185213257	8.38352038
1075	3.185191639	8.383469333
1076	3.185137318	8.383376584
1077	3.184996348	8.383029184
1078	3.184925998	8.382851023
1079	3.184884085	8.382786005
1080	3.184829718	8.382685159
1081	3.184756801	8.382534795
1082	3.184711627	8.382373842
1083	3.184625793	8.382165951
1084	3.184505584	8.38185475
1085	3.184419337	8.381684895
1086	3.184333513	8.38152589
1087	3.184220912	8.381279286
1088	3.184139794	8.381149375
1089	3.184030488	8.380863137
1090	3.183953539	8.380654013
1091	3.183913367	8.380608356
1092	3.183890024	8.380547606
1093	3.183854767	8.380455127
1094	3.183715422	8.380109378
1095	3.183613732	8.379854144
1096	3.183593995	8.379837736
1097	3.183544901	8.379749624
1098	3.183529467	8.379737805
1099	3.183446805	8.379483373
1100	3.183386776	8.379407483
1101	3.183285287	8.379112676
1102	3.18323539	8.379006195
1103	3.18315846	8.378794343
1104	3.18308936	8.37861389
1105	3.183049175	8.378537036
1106	3.18298762	8.378419496
1107	3.18288261	8.378185996
1108	3.182800994	8.378058994
1109	3.182724831	8.377857793
1110	3.182667369	8.377699654
1111	3.182549256	8.377420294
1112	3.182454327	8.377253441
1113	3.182399989	8.377134985
1114	3.182329922	8.376963727
1115	3.182247304	8.376793878
1116	3.182160659	8.376631416
1117	3.182113055	8.376460552
1118	3.182044737	8.376335713
1119	3.181977148	8.376177735
1120	3.181871462	8.375945342
1121	3.181771726	8.375773173
1122	3.181742932	8.375714118
1123	3.181705088	8.375639263
1124	3.181601436	8.375398735
1125	3.181577635	8.37536685
1126	3.181490411	8.375146996
1127	3.181444636	8.375046307
1128	3.181379916	8.374841352
1129	3.181354143	8.374790316
1130	3.181258947	8.37456794
1131	3.181185159	8.374377897
1132	3.181110462	8.374168952
1133	3.181017812	8.373987863
1134	3.180977078	8.373947185
1135	3.180941278	8.373863291
1136	3.180931671	8.373854798
1137	3.180906587	8.373770909
1138	3.180810779	8.373499684
1139	3.180750129	8.373331073
1140	3.180672831	8.373110065
1141	3.180641264	8.373055819
1142	3.180601027	8.372976011
1143	3.180564125	8.372934687
1144	3.180479692	8.372710513
1145	3.180424087	8.372534772
1146	3.180374686	8.37237703
1147	3.180331852	8.372312636
1148	3.180245039	8.372053334
1149	3.180135514	8.371793541
1150	3.180086112	8.371712907
1151	3.180002176	8.371497413
1152	3.179906747	8.371311674
1153	3.179848433	8.371178499
1154	3.179776476	8.371063926
1155	3.179685137	8.370880355
1156	3.179577652	8.370626544
1157	3.179533972	8.370529057
1158	3.179449034	8.370307726
1159	3.17940357	8.370239119
1160	3.179344422	8.370045084
1161	3.17930298	8.369966366
1162	3.179291987	8.369910799
1163	3.179284291	8.369895346
1164	3.179245458	8.36972518
1165	3.179231967	8.369665996
1166	3.179188798	8.369595569
1167	3.179129458	8.369445512
1168	3.179000083	8.369184674
1169	3.17888732	8.368916628
1170	3.178869113	8.36890552
1171	3.178776668	8.368721893
1172	3.178683201	8.368542531
1173	3.17864136	8.368474883
1174	3.178553617	8.36826888
1175	3.178461016	8.368076173
1176	3.178367794	8.3678369
1177	3.178337225	8.36778738
1178	3.178330621	8.367747875
1179	3.178242296	8.367569523
1180	3.178220668	8.367536034
1181	3.178195844	8.367454756
1182	3.178143654	8.367377037
1183	3.178051627	8.367227438
1184	3.177983608	8.36707357
1185	3.177938643	8.366956315
1186	3.177865422	8.366823906
1187	3.177826908	8.366698052
1188	3.177717257	8.366483844
1189	3.177659409	8.366342534
1190	3.177601718	8.366225584
1191	3.177574408	8.366182182
1192	3.177529792	8.36607923
1193	3.177500252	8.365957996
1194	3.177440466	8.365855479
1195	3.177433004	8.365817529
1196	3.177372972	8.365706077
1197	3.17732923	8.365635575
1198	3.17727457	8.365501367
1199	3.177245235	8.365455835
1200	3.177208507	8.365388244
1201	3.177163978	8.365235509
1202	3.177118833	8.365150406
1203	3.176987108	8.364865948
1204	3.176964123	8.364813547
1205	3.176940849	8.364789631
1206	3.176898155	8.364656152
1207	3.176865235	8.364610292
1208	3.176799075	8.36450345
1209	3.17675752	8.364434957
1210	3.17667214	8.364254441
1211	3.176627081	8.36419531
1212	3.176575766	8.364086718
1213	3.176515841	8.363962824
1214	3.176453877	8.363824107
1215	3.176408138	8.363707592
1216	3.176398253	8.363658401
1217	3.176369689	8.363555593
1218	3.176297667	8.363430938
1219	3.1761888	8.363206445
1220	3.176106298	8.362999601
1221	3.175961398	8.362712686
1222	3.175944589	8.36262162
1223	3.17583423	8.3623367
1224	3.175765775	8.362179566
1225	3.175729935	8.362086073
1226	3.175651638	8.361914821
1227	3.17560126	8.36181001
1228	3.175500889	8.361574419
1229	3.175341577	8.361174882
1230	3.175244794	8.360954004
1231	3.175184624	8.360783993
1232	3.17512812	8.360696718
1233	3.175039406	8.360473487
1234	3.174948037	8.360236574
1235	3.174930091	8.360205619
1236	3.174909078	8.360138711
1237	3.174812462	8.359854825
1238	3.174806629	8.359825747
1239	3.174746344	8.359694584
1240	3.174738328	8.359639496
1241	3.174733459	8.359632242
1242	3.174675657	8.359471818
1243	3.174624812	8.35937737
1244	3.174588808	8.359304919
1245	3.174525848	8.359109002
1246	3.174407196	8.358807576
1247	3.174395447	8.358783961
1248	3.174336021	8.358648541
1249	3.174315843	8.358603616
1250	3.17421119	8.358335331
1251	3.174191548	8.35825996
1252	3.17412085	8.35808828
1253	3.174089393	8.358011015
1254	3.17405104	8.357923276
1255	3.17397962	8.357798687
1256	3.173948676	8.357712931
1257	3.173912219	8.35757924
1258	3.173902282	8.357565872
1259	3.173851869	8.357476883
1260	3.173755887	8.357227195
1261	3.173745158	8.357206714
1262	3.173672542	8.357005822
1263	3.173546084	8.3567397
1264	3.173499222	8.356606332
1265	3.17348475	8.356560974
1266	3.173424435	8.356402642
1267	3.173380994	8.356258456
1268	3.173344086	8.356126172
1269	3.173271709	8.355964387
1270	3.173210928	8.355793326
1271	3.17315378	8.355639362
1272	3.173099534	8.355496457
1273	3.173023097	8.355345582
1274	3.173004503	8.355274731
1275	3.172954652	8.355116494
1276	3.172888097	8.354969153
1277	3.17277284	8.354749228
1278	3.172747471	8.354666612
1279	3.172740076	8.354657341
1280	3.172628634	8.354483381
1281	3.172543453	8.354291884
1282	3.172497917	8.354203661
1283	3.172449327	8.354100618
1284	3.172370135	8.35395136
1285	3.172304162	8.353772041
1286	3.17228611	8.353664089
1287	3.172253169	8.353535875
1288	3.172248204	8.353506579
1289	3.172123322	8.353257774
1290	3.17208462	8.353166543
1291	3.172005919	8.352986575
1292	3.171985455	8.352946874
1293	3.171931796	8.35283782
1294	3.171869703	8.35268606
1295	3.171797214	8.352559704
1296	3.171705148	8.352377893
1297	3.171607868	8.352140531
1298	3.171553852	8.352040146
1299	3.171514649	8.351956113
1300	3.171461484	8.351798498
1301	3.171457272	8.351785358
1302	3.171422521	8.351689134
1303	3.171355272	8.351500791
1304	3.17135557	8.351472999
1305	3.171319523	8.351367729
1306	3.17126291	8.351222325
1307	3.171225617	8.351110115
1308	3.171175185	8.350998365
1309	3.171074239	8.350782293
1310	3.171019319	8.350589647
1311	3.171002963	8.350556826
1312	3.170975922	8.35049056
1313	3.170881756	8.350310619
1314	3.170828667	8.350164393
1315	3.170781492	8.350093619
1316	3.170667454	8.349867239
1317	3.17056539	8.349682156
1318	3.170516726	8.349562967
1319	3.170489798	8.349511569
1320	3.170451191	8.349436593
1321	3.170362787	8.34919131
1322	3.170328171	8.349099836
1323	3.170320776	8.349068887
1324	3.170238287	8.348909127
1325	3.17023895	8.348897039
1326	3.170173816	8.348714646
1327	3.17015002	8.348665409
1328	3.170065501	8.348471675
1329	3.169978772	8.348249666
1330	3.169945914	8.348191055
1331	3.169877801	8.348047642
1332	3.169802636	8.347847202
1333	3.169755868	8.34772823
1334	3.169663554	8.34749609
1335	3.16959199	8.347338516
1336	3.169538686	8.347192161
1337	3.169455614	8.347017441
1338	3.169433171	8.346964256
1339	3.169432384	8.346941235
1340	3.169349709	8.346732578
1341	3.169296396	8.346632884
1342	3.169294386	8.346626437
1343	3.169284532	8.346596154
1344	3.169241328	8.34644508
1345	3.169188735	8.346340875
1346	3.169144972	8.346222368
1347	3.169027606	8.345944048
1348	3.168984445	8.345855747
1349	3.168938993	8.345660098
1350	3.16892964	8.34563736
1351	3.168878576	8.345478074
1352	3.168857301	8.345392755
1353	3.168802266	8.345237334
1354	3.168781549	8.345118188
1355	3.16873624	8.34496086
1356	3.168675406	8.344830497
1357	3.168661115	8.344784227
1358	3.168596723	8.344623531
1359	3.168527668	8.344476575
1360	3.168392257	8.344151454
1361	3.168338846	8.343990407
1362	3.168331911	8.343961034
1363	3.168320167	8.343910086
1364	3.168250472	8.343711009
1365	3.168135335	8.343533186
1366	3.168125355	8.343459476
1367	3.16807316	8.343285502
1368	3.168003224	8.343149553
1369	3.167931645	8.342968008
1370	3.167936121	8.342937134
1371	3.167913879	8.342882678
1372	3.167831749	8.34269062
1373	3.167790806	8.342586076
1374	3.167755941	8.342508313
1375	3.167721972	8.342402015
1376	3.167601494	8.342113497
1377	3.167551974	8.34201313
1378	3.167535063	8.341904796
1379	3.16746311	8.341718165
1380	3.16742485	8.341609504
1381	3.167355144	8.341431275
1382	3.167298976	8.341283534
1383	3.167194165	8.340979768
1384	3.167131821	8.340843556
1385	3.167075125	8.340685581
1386	3.167073259	8.340679453
1387	3.167005803	8.340506769
1388	3.166948057	8.340373774
1389	3.166883559	8.34023002
1390	3.166828518	8.340065445
1391	3.166778842	8.339954874
1392	3.166742088	8.339816579
1393	3.166662292	8.339595462
1394	3.166655562	8.339564317
1395	3.166622284	8.339443874
1396	3.16656009	8.339294286
1397	3.166508987	8.339190422
1398	3.166447321	8.339058288
1399	3.166426895	8.338953341
1400	3.166358123	8.338780135
1401	3.166273483	8.338579611
1402	3.166136932	8.338331795
1403	3.16613583	8.338325804
1404	3.166067293	8.338119138
1405	3.166017836	8.337930792
1406	3.165929531	8.337678659
1407	3.165885986	8.337613659
1408	3.165806233	8.33738722
1409	3.165714221	8.337210967
1410	3.165635252	8.337034486
1411	3.165583256	8.336929721
1412	3.165502521	8.336790074
1413	3.165409863	8.336579568
1414	3.165324348	8.336410339
1415	3.165207266	8.336127041
1416	3.165170411	8.336023815
1417	3.165130616	8.335931442
1418	3.165077553	8.335862065
1419	3.164998329	8.335654397
1420	3.164912936	8.335426885
1421	3.164826674	8.335212836
1422	3.164795226	8.335089709
1423	3.164794865	8.335083895
1424	3.16477867	8.335043098
1425	3.164727221	8.334946731
1426	3.164687847	8.33478107
1427	3.164650506	8.334719892
1428	3.16465019	8.33471413
1429	3.164617437	8.334607399
1430	3.16454907	8.334454836
1431	3.164489109	8.334341339
1432	3.16436933	8.334114558
1433	3.164299328	8.334002164
1434	3.164299256	8.333996494
1435	3.164257998	8.333894321
1436	3.164168132	8.333648909
1437	3.164109005	8.333532385
1438	3.164047193	8.333416576
1439	3.164027355	8.333363048
1440	3.16398782	8.333273362
1441	3.163940626	8.333165487
1442	3.163835964	8.3329193
1443	3.163800176	8.332778142
1444	3.163697885	8.332544632
1445	3.163657908	8.332430603
1446	3.163583602	8.332176008
1447	3.163501766	8.332044193
1448	3.163394541	8.331842531
1449	3.16334196	8.33172939
1450	3.163324825	8.331628083
1451	3.163266332	8.331441748
1452	3.163253388	8.331399465
1453	3.163172466	8.331211568
1454	3.163172962	8.331206173
1455	3.163101047	8.331006928
1456	3.163028378	8.330870533
1457	3.163029766	8.330861262
1458	3.163000048	8.330812014
1459	3.16289952	8.330523761
1460	3.162815162	8.330312576
1461	3.16274756	8.330128426
1462	3.162711378	8.329995675
1463	3.162648385	8.32986778
1464	3.162613047	8.329761983
1465	3.162533727	8.329622661
1466	3.162505307	8.329581952
1467	3.162437091	8.329381341
1468	3.162400212	8.32927961
1469	3.162297935	8.328992943
1470	3.162223645	8.328816041
1471	3.162210935	8.328761937
1472	3.162161275	8.32865137
1473	3.162074041	8.328491122
1474	3.16202226	8.328301965
1475	3.161901967	8.327997214
1476	3.161823306	8.327807571
1477	3.161799297	8.327740154
1478	3.16165201	8.327454003
1479	3.16161291	8.327356896
1480	3.161580293	8.327257477
1481	3.161520491	8.327049672
1482	3.161481363	8.32697209
1483	3.161447872	8.326897014
1484	3.161384463	8.326726603
1485	3.161345302	8.326673892
1486	3.161324221	8.326638923
1487	3.161260536	8.326515159
1488	3.161257424	8.326480853
1489	3.161197798	8.326271409
1490	3.161140785	8.326179096
1491	3.161045012	8.326023004
1492	3.161000892	8.325905453
1493	3.160923185	8.325735708
1494	3.160858344	8.325584677
1495	3.160816296	8.325430233
1496	3.160767101	8.325336838
1497	3.160705497	8.325134591
1498	3.160705242	8.325123734
1499	3.160611613	8.324886105
1500	3.160607165	8.324849747
1501	3.160588352	8.324787476
1502	3.160551251	8.324704733
1503	3.160506487	8.324522555
1504	3.160457222	8.324393814
1505	3.160370864	8.324226769
1506	3.160330663	8.324109857
1507	3.16027618	8.323989528
1508	3.160273519	8.32398023
1509	3.160247715	8.323914363
1510	3.160231312	8.323828948
1511	3.160181939	8.323721843
1512	3.160092027	8.323551464
1513	3.159994624	8.323322041
1514	3.159946922	8.323151488
1515	3.15988354	8.322955434
1516	3.159866832	8.322921661
1517	3.159853156	8.322894423
1518	3.159817368	8.3227704
1519	3.159782148	8.322583269
1520	3.159745268	8.322429801
1521	3.159673025	8.322268204
1522	3.159617827	8.322162516
1523	3.159531138	8.322003705
1524	3.159457839	8.321879553
1525	3.159444233	8.32177794
1526	3.159400044	8.321675193
1527	3.159378393	8.321588175
1528	3.159375668	8.321568951
1529	3.159278793	8.321333803
1530	3.159170221	8.321120518
1531	3.159073718	8.320865184
1532	3.159044324	8.320770282
1533	3.159036507	8.320749611
1534	3.159026904	8.320707221
1535	3.158952369	8.320513286
1536	3.158907469	8.320374395
1537	3.15884272	8.320219182
1538	3.158824458	8.320172483
1539	3.15880491	8.320098632
1540	3.158799395	8.320008506
1541	3.158724701	8.319820051
1542	3.158708348	8.319767454
1543	3.158690353	8.319718157
1544	3.158598104	8.31954994
1545	3.158538017	8.319418141
1546	3.158487662	8.319306658
1547	3.158426858	8.319145141
1548	3.158371217	8.318999946
1549	3.158339705	8.318939767
1550	3.158311985	8.31888571
1551	3.158288284	8.318782953
1552	3.158224566	8.318617486
1553	3.158166579	8.318476623
1554	3.158134727	8.318420276
1555	3.158105583	8.31835508
1556	3.158108694	8.318294235
1557	3.158030743	8.318121895
1558	3.15792976	8.317934262
1559	3.157842984	8.317754461
1560	3.157825768	8.317695934
1561	3.157770066	8.317567072
1562	3.157669238	8.317262909
1563	3.157654252	8.317235053
1564	3.157598869	8.317116927
1565	3.157537305	8.316949014
1566	3.157498668	8.316871787
1567	3.157468027	8.31676988
1568	3.157440678	8.316692048
1569	3.157353938	8.316423989
1570	3.157287329	8.316216635
1571	3.157233954	8.316045912
1572	3.157211604	8.315954867
1573	3.157147873	8.315789123
1574	3.157137697	8.315758039
1575	3.157120922	8.315725726
1576	3.157064622	8.315575323
1577	3.157049468	8.315545507
1578	3.157056859	8.315511957
1579	3.1569665	8.315301766
1580	3.156886865	8.315048686
1581	3.156750925	8.314735186
1582	3.156708496	8.314634891
1583	3.156643236	8.314494032
1584	3.156555092	8.314319098
1585	3.156542465	8.314186644
1586	3.156499306	8.314030055
1587	3.156415393	8.313868493
1588	3.156406402	8.313813984
1589	3.156329365	8.313611495
1590	3.156330712	8.313607236
1591	3.156265783	8.313387941
1592	3.156199678	8.313231944
1593	3.15617634	8.313189697
1594	3.15610019	8.313028521
1595	3.156021106	8.312875925
1596	3.155985228	8.312777979
1597	3.155980721	8.312756974
1598	3.155867722	8.312486625
1599	3.155816509	8.312350805
1600	3.155739962	8.312158392
1601	3.155685798	8.312038561
1602	3.155677813	8.312002265
1603	3.155592675	8.311812097
1604	3.15547532	8.311570291
1605	3.15545637	8.311500143
1606	3.155399203	8.311393845
1607	3.155320511	8.311254953
1608	3.15528017	8.311148878
1609	3.15523966	8.311008608
1610	3.15524013	8.310994177
1611	3.155178885	8.310783845
1612	3.155135725	8.310662662
1613	3.155091697	8.31054634
1614	3.155071829	8.310413577
1615	3.154996581	8.310213052
1616	3.154924362	8.310069607
1617	3.154897176	8.309947693
1618	3.154895363	8.309869024
1619	3.154831209	8.309717668
1620	3.154769139	8.309600786
1621	3.154755149	8.309544277
1622	3.154639711	8.309302912
1623	3.154609027	8.309215594
1624	3.154610502	8.309162103
1625	3.154539226	8.308982343
1626	3.154469175	8.308860628
1627	3.154404569	8.308676242
1628	3.154358562	8.308586629
1629	3.15430108	8.308392529
1630	3.15429384	8.308371498
1631	3.154235602	8.308187851
1632	3.154153376	8.308050299
1633	3.154076471	8.307864854
1634	3.154010486	8.307687573
1635	3.154000158	8.307657186
1636	3.15399288	8.307618737
1637	3.153910339	8.307421419
1638	3.153875882	8.307248965
1639	3.153862916	8.30719634
1640	3.153837404	8.307092287
1641	3.153795557	8.306973861
1642	3.153792045	8.306963568
1643	3.153726292	8.306778419
1644	3.153647023	8.306604289
1645	3.15359665	8.306520901
1646	3.1535059	8.306301222
1647	3.153418657	8.306082611
1648	3.15335787	8.305908988
1649	3.153226649	8.305589888
1650	3.153175009	8.305392207
1651	3.153111532	8.305251123
1652	3.153046632	8.305106053
1653	3.153002952	8.30503085
1654	3.152938402	8.30485908
1655	3.152922747	8.304737182
1656	3.152801006	8.304457912
1657	3.152714653	8.304234864
1658	3.152715647	8.304234417
1659	3.152686844	8.304195895
1660	3.152598148	8.304019336
1661	3.152534855	8.303897374
1662	3.152513857	8.303729617
1663	3.152463417	8.303584601
1664	3.152440831	8.303530406
1665	3.152388057	8.303435489
1666	3.152332125	8.303258624
1667	3.152331457	8.303222992
1668	3.152275166	8.303054977
1669	3.152223165	8.30293628
1670	3.152178681	8.302830985
1671	3.152120903	8.302690853
1672	3.152069198	8.302580839
1673	3.152059182	8.302546418
1674	3.151971853	8.302367986
1675	3.151848569	8.302100331
1676	3.151808382	8.302000578
1677	3.151812724	8.301960793
1678	3.151759102	8.301793771
1679	3.151740057	8.301662863
